flow_id,switch_name,controller_name,firstIp,secondIp,firstPort,secondPort,first_count,second_count,first_rate,second_rate,Dur,Bytes,proto_number,N_Conn_P_FirstIP,N_Conn_P_SecondIP,Avg_Packet_Size,N_PortP_FirstIp,N_PortP_SecondIp
40085,cs1,C1,10.0.1.1,10.0.9.2,43053,5001,2,0,0.21127605667606986,0.0,9.466288,652,17,1,7,325.99983700008147,1,9
43640,cs1,C1,10.0.4.1,10.0.9.1,52724,8080,2,0,0.3270378011548032,0.0,6.115501,194,6,1,6,96.99995150002424,1,7
53213,cs1,C1,10.0.3.2,10.0.9.1,58542,8080,2,0,0.27363063940776483,0.0,7.309123,194,6,1,6,96.99995150002424,1,7
35043,cs1,C1,10.0.2.2,10.0.9.2,47824,5002,14,0,2.4134855920943865,0.0,5.800739,742,17,1,7,52.999996214285986,1,9
13152,cs1,C1,10.0.4.2,10.0.9.2,59088,5017,1,0,0.0,0.0,0.0,67,6,1,7,66.999933000067,1,9
11481,cs1,C1,10.0.4.4,10.0.9.2,58808,5019,10,7,0.5314887414208417,0.37204211899458917,18.815074,1324,6,1,4,77.88234835986185,1,4
47718,s2,C1,10.0.2.4,10.0.9.2,34366,5002,17,0,2.2881154609980627,0.0,7.429695,901,17,1,4,52.99999688235312,2,4
11250,s2,C1,10.0.2.3,10.0.9.2,37496,5002,11,0,0.4744901172335673,0.0,23.18278,583,17,1,4,52.999995181818626,1,4
58741,cs1,C1,10.0.2.4,10.0.9.2,0,0,0,11,0.0,0.3574906793242633,30.770033,891,1,1,4,80.99999263636431,2,4
11481,cs1,C1,10.0.4.4,10.0.9.2,58808,5019,1,0,0.0,0.0,0.0,67,6,1,4,66.999933000067,1,4
54466,cs1,C1,10.0.3.3,10.0.9.1,52276,8080,0,1,0.0,0.0,0.0,66,6,1,4,65.999934000066,1,5
58741,s2,C1,10.0.2.4,10.0.9.2,0,0,0,11,0.0,0.35529732976291817,30.959985,891,1,1,4,80.99999263636431,2,4
