flow_id,switch_name,controller_name,firstIp,secondIp,firstPort,secondPort,fwd_count,bwd_count,Srate,Drate,Dur,Bytes,proto_number,N_Conn_P_FirstIP,N_Conn_P_SecondIP,Avg_Packet_Size
18107,s5,C3_Merkez,10.0.2.19,10.0.5.12,38546,5002,1,0,0.0,0.0,0.0,74,6,1,4,73.99992600007401
48616,s5,C3_Merkez,10.0.2.15,10.0.5.11,58708,80,0,1,0.0,0.0,0.0,74,6,1,5,73.99992600007401
39993,s5,C3_Merkez,10.0.1.18,10.0.5.11,39156,80,0,1,0.0,0.0,0.0,74,6,1,5,73.99992600007401
16433,s5,C3_Merkez,10.0.1.18,10.0.5.11,43982,80,1,0,0.0,0.0,0.0,54,6,1,5,53.999946000054
47046,s5,C3_Merkez,10.0.1.18,10.0.5.11,34874,80,0,1,0.0,0.0,0.0,74,6,1,5,73.99992600007401
42577,s5,C3_Merkez,10.0.1.18,10.0.5.11,58400,80,1,0,0.0,0.0,0.0,74,6,1,5,73.99992600007401
33638,s5,C3_Merkez,10.0.1.18,10.0.5.11,48558,80,0,1,0.0,0.0,0.0,74,6,1,5,73.99992600007401
28749,s5,C3_Merkez,10.0.1.18,10.0.5.11,43482,80,1,0,0.0,0.0,0.0,54,6,1,5,53.999946000054
61958,s5,C3_Merkez,10.0.1.18,10.0.5.11,54700,80,1,0,0.0,0.0,0.0,54,6,1,5,53.999946000054
63677,s5,C3_Merkez,10.0.1.18,10.0.5.11,44060,80,1,0,0.0,0.0,0.0,74,6,1,5,73.99992600007401
35728,s5,C3_Merkez,10.0.2.5,10.0.5.11,20,80,0,7,0.0,1.3233284660052043,5.289692,406,6,2,5,57.9999917142869
46427,s5,C3_Merkez,10.0.1.1,10.0.5.12,56116,5000,6,0,1.095862989364467,0.0,5.475137,270,17,1,4,44.99999250000125
42846,s5,C3_Merkez,10.0.4.17,10.0.5.11,51500,5201,25,18,4.916838559342701,3.540123762726745,5.084568,39542,6,1,5,919.5813739632239
20981,s5,C3_Merkez,10.0.2.5,10.0.5.12,53,12345,26,0,4.949061781612751,0.0,5.253521,32292,17,2,4,1241.999952230771
35728,s5,C3_Merkez,10.0.2.5,10.0.5.11,20,80,0,5,0.0,0.977804808648488,5.113495,290,6,2,5,57.999988400002316
7825,s5,C3_Merkez,10.0.1.2,10.0.5.12,48133,5001,4,0,0.6309592125881411,0.0,6.339554,208,17,1,4,51.99998700000325
42846,s5,C3_Merkez,10.0.4.17,10.0.5.11,51500,5201,17,13,3.350225036586428,2.5619367926837393,5.074286,26960,6,1,5,898.6666367111121
46427,s5,C3_Merkez,10.0.1.1,10.0.5.12,56116,5000,6,0,1.1326368749189457,0.0,5.297373,270,17,1,4,44.99999250000125
20981,s5,C3_Merkez,10.0.2.5,10.0.5.12,53,12345,18,0,3.5566599643385564,0.0,5.060928,22356,17,2,4,1241.9999310000037
47046,s5,C3_Merkez,10.0.1.18,10.0.5.11,34874,80,0,2,0.0,0.11131502787383955,17.967026,148,6,1,5,73.9999630000185
24168,s5,C3_Merkez,10.0.3.7,10.0.5.11,56256,80,2,0,0.03182700165901429,0.0,62.839724,132,6,1,5,65.9999670000165
42846,s5,C3_Merkez,10.0.4.17,10.0.5.11,51500,5201,24,16,4.746996931066484,3.1646646207109894,5.055828,37840,6,1,4,945.9999763500007
20981,s5,C3_Merkez,10.0.2.5,10.0.5.12,53,12345,23,0,4.296527658429787,0.0,5.35316,28566,17,2,3,1241.9999460000022
46427,s5,C3_Merkez,10.0.1.1,10.0.5.12,56116,5000,6,0,1.0652775447483147,0.0,5.632335,270,17,1,3,44.99999250000125
35728,s5,C3_Merkez,10.0.2.5,10.0.5.11,20,80,0,9,0.0,1.6727670000986932,5.380307,522,6,2,4,57.99999355555627
2285,s5,C3_Merkez,10.0.1.18,10.0.5.11,44888,80,1,0,0.0,0.0,0.0,54,6,1,4,53.999946000054
53836,s5,C3_Merkez,10.0.1.18,10.0.5.11,45234,80,1,0,0.0,0.0,0.0,74,6,1,4,73.99992600007401
7825,s5,C3_Merkez,10.0.1.2,10.0.5.12,48133,5001,4,0,0.6769283361355346,0.0,5.909045,208,17,1,3,51.99998700000325
