flow_id,firstIp,secondIp,firstPort,secondPort,fwd_count,bwd_count,N_IN_Conn_P_DstIP,TnP_PDstIP,Srate,Drate,Dur,Bytes,proto_number
7898,10.0.2.2,10.0.5.5,32835,5000,4,0,2,30,0.6088309714750513,0.0,6.569968,4264,17
8324,10.0.3.3,10.0.5.5,42575,5001,3,0,2,31,0.5575868237029414,0.0,5.380328,165,17
31866,10.0.1.1,10.0.5.5,38572,9999,28,0,2,31,5.456803649978007,0.0,5.131209,29848,17
4875,10.0.4.4,10.0.5.5,51135,80,3,0,1,3,0.3679070735408223,0.0,8.154233,159,17
7898,10.0.2.2,10.0.5.5,32835,5000,5,0,1,5,0.8374409813468395,0.0,5.97057,5330,17
49617,10.0.5.5,10.0.7.7,0,0,3,0,1,3,0.32022885688972386,0.0,9.3683,228,1
31866,10.0.1.1,10.0.5.5,38572,9999,35,0,1,35,6.621878801076679,0.0,5.285509,37310,17
8324,10.0.3.3,10.0.5.5,42575,5001,3,0,3,32,0.541164390950144,0.0,5.543602,165,17
7898,10.0.2.2,10.0.5.5,32835,5000,4,0,3,32,0.5798367846426749,0.0,6.898493,4264,17
31866,10.0.1.1,10.0.5.5,38572,9999,25,0,3,32,4.391423374492681,0.0,5.692915,26650,17
4875,10.0.4.4,10.0.5.5,51135,80,2,0,2,17,0.20215182531979914,0.0,9.893554,106,17
31866,10.0.1.1,10.0.5.5,38572,9999,15,0,2,17,2.5015409492247223,0.0,5.996304,15990,17
7898,10.0.2.2,10.0.5.5,32835,5000,2,0,2,20,0.3265318917168002,0.0,6.124976,2132,17
31866,10.0.1.1,10.0.5.5,38572,9999,18,0,2,20,3.559884374955501,0.0,5.056344,19188,17
8324,10.0.3.3,10.0.5.5,42575,5001,2,0,1,2,0.2651919519016053,0.0,7.541707,110,17
49617,10.0.5.5,10.0.7.7,0,0,2,0,2,2,0.12941325067450185,0.0,15.454368,152,1
31866,10.0.1.1,10.0.5.5,38572,9999,21,0,1,21,3.6672927259248778,0.0,5.726295,22386,17
53497,10.0.5.5,10.0.7.7,44380,5001,0,2,2,2,0.0,0.02465060114681499,81.133924,96,17
7898,10.0.2.2,10.0.5.5,32835,5000,3,0,2,24,0.47024840244861477,0.0,6.379607,3198,17
31866,10.0.1.1,10.0.5.5,38572,9999,21,0,2,24,3.866273337792435,0.0,5.431587,22386,17
4875,10.0.4.4,10.0.5.5,51135,80,2,0,4,28,0.21674622517483566,0.0,9.227381,106,17
8324,10.0.3.3,10.0.5.5,42575,5001,2,0,4,28,0.2700532788113767,0.0,7.405946,110,17
31866,10.0.1.1,10.0.5.5,38572,9999,21,0,4,28,4.187886955769133,0.0,5.014462,22386,17
7898,10.0.2.2,10.0.5.5,32835,5000,3,0,4,28,0.4662913332295058,0.0,6.433746,3198,17
