flow_id,firstIp,secondIp,firstPort,secondPort,fwd_count,bwd_count,N_IN_Conn_P_DstIP,TnP_PDstIP,Srate,Drate,Dur,Bytes,proto_number
57631,10.0.1.1,10.0.5.5,2235,80,2,0,32,40,0.018213181777562284,0.0,109.810577,108,6
38174,10.0.1.1,10.0.5.5,2236,80,2,0,32,40,0.0181974130339262,0.0,109.905732,108,6
1620,10.0.1.1,10.0.5.5,80,2168,0,2,32,40,0.0,0.017749134146207587,112.681553,108,6
26911,10.0.1.1,10.0.5.5,2237,80,2,0,32,40,0.018169901864632576,0.0,110.072141,108,6
11551,10.0.1.1,10.0.5.5,2238,80,2,0,32,40,0.01815540437913437,0.0,110.160036,108,6
53534,10.0.1.1,10.0.5.5,2239,80,2,0,32,40,0.018160451420152296,0.0,110.129421,108,6
65365,10.0.4.4,10.0.5.5,41764,80,2,0,32,40,0.28785701105975425,0.0,6.947894,106,17
38485,10.0.1.1,10.0.5.5,80,2169,0,2,32,40,0.0,0.017683812130504482,113.097786,108,6
26197,10.0.1.1,10.0.5.5,80,2170,0,2,32,40,0.0,0.017678572699218843,113.131305,108,6
63750,10.0.1.1,10.0.5.5,2241,80,2,0,32,40,0.01811863963840341,0.0,110.383563,108,6
63060,10.0.1.1,10.0.5.5,80,2171,0,2,32,40,0.0,0.01765308345746761,113.294655,108,6
48390,10.0.1.1,10.0.5.5,2242,80,2,0,32,40,0.01810605848271375,0.0,110.460264,108,6
50774,10.0.1.1,10.0.5.5,80,2172,0,2,32,40,0.0,0.017635407835736194,113.408208,108,6
16647,10.0.1.1,10.0.5.5,2243,80,2,0,32,40,0.018087892851736193,0.0,110.571199,108,6
22103,10.0.1.1,10.0.5.5,80,2173,0,2,32,40,0.0,0.01762087073726578,113.501769,108,6
13574,10.0.1.1,10.0.5.5,2244,80,2,0,32,40,0.018058062340656787,0.0,110.753854,108,6
51463,10.0.1.1,10.0.5.5,2245,80,2,0,32,40,0.01804081266608654,0.0,110.859751,108,6
42583,10.0.1.1,10.0.5.5,80,2174,0,2,32,40,0.0,0.01758448335341584,113.736637,108,6
11915,10.0.2.2,10.0.5.5,33479,5000,4,0,32,40,0.5463732969885816,0.0,7.321002,4264,17
36103,10.0.1.1,10.0.5.5,2246,80,2,0,32,40,0.018025215275371348,0.0,110.955679,108,6
13910,10.0.1.1,10.0.5.5,80,2175,0,2,32,40,0.0,0.01755234312766659,113.944901,108,6
28934,10.0.1.1,10.0.5.5,2247,80,2,0,32,40,0.017994113891422636,0.0,111.147457,108,6
50711,10.0.1.1,10.0.5.5,80,2176,0,2,32,40,0.0,0.017538907984618553,114.032185,108,6
25861,10.0.1.1,10.0.5.5,2248,80,2,0,32,40,0.017981257038931643,0.0,111.226929,108,6
22038,10.0.1.1,10.0.5.5,80,2177,0,2,35,40,0.0,0.01753340574045457,114.06797,108,6
