flow_id,switch_name,controller_name,firstIp,secondIp,firstPort,secondPort,fwd_count,bwd_count,Srate,Drate,Dur,Bytes,proto_number,N_Conn_P_FirstIP,N_Conn_P_SecondIP,Avg_Packet_Size
45752,s2,C1_Sanayi,10.0.5.11,228.180.241.205,0,0,0,1,0.0,0.0,0.0,42,1,25,1,41.99995800004201
21595,s2,C1_Sanayi,10.0.5.11,230.99.200.66,0,0,0,1,0.0,0.0,0.0,42,1,25,1,41.99995800004201
28269,s2,C1_Sanayi,10.0.5.11,126.120.210.96,0,0,0,1,0.0,0.0,0.0,42,1,25,1,41.99995800004201
65315,s1,C1_Sanayi,10.0.1.18,10.0.5.11,36284,80,1,0,0.0,0.0,0.0,74,6,1,25,73.99992600007401
61136,s2,C1_Sanayi,10.0.5.11,37.121.204.62,0,0,0,1,0.0,0.0,0.0,42,1,25,1,41.99995800004201
23839,s2,C1_Sanayi,4.82.170.6,10.0.5.11,0,0,1,0,0.0,0.0,0.0,42,1,1,25,41.99995800004201
12512,s2,C1_Sanayi,10.0.5.11,158.28.79.40,0,0,0,1,0.0,0.0,0.0,42,1,25,1,41.99995800004201
64240,s2,C1_Sanayi,10.0.5.11,195.193.227.222,0,0,0,1,0.0,0.0,0.0,42,1,25,1,41.99995800004201
64186,s2,C1_Sanayi,10.0.5.11,51.12.4.45,0,0,0,1,0.0,0.0,0.0,42,1,25,1,41.99995800004201
49042,s2,C1_Sanayi,10.0.5.11,127.90.58.206,0,0,0,1,0.0,0.0,0.0,42,1,25,1,41.99995800004201
51602,s2,C1_Sanayi,10.0.5.11,105.149.2.27,0,0,0,1,0.0,0.0,0.0,42,1,25,1,41.99995800004201
9391,s2,C1_Sanayi,10.0.2.4,10.0.5.12,48349,5201,24,0,4.423720950207888,0.0,5.425297,35760,17,1,2,1489.9999379166693
22085,s1,C1_Sanayi,10.0.1.18,10.0.5.11,58468,80,1,1,0.0049534547141746165,0.0049534547141746165,201.879306,148,6,1,25,73.9999630000185
47363,s2,C1_Sanayi,10.0.5.11,148.136.252.197,0,0,0,1,0.0,0.0,0.0,42,1,25,1,41.99995800004201
